"Imbalance settlement period CET/CEST","Generation / + Imbalance price [EUR/MWh] - MBA|DK2","Generation / - Imbalance price [EUR/MWh] - MBA|DK2","Price for consumption [EUR/MWh] - MBA|DK2","Currency","Status","Total Imbalance [MWh] - MBA|DK2","Difference","Situation","Status"
"11.01.2020 06:00 - 11.01.2020 07:00","22.00","25.46","22.00","EUR","Estimated","452","","","Final"
"11.01.2020 07:00 - 11.01.2020 08:00","22.00","25.41","22.00","EUR","Estimated","234","","","Final"
"11.01.2020 08:00 - 11.01.2020 09:00","24.40","25.67","24.40","EUR","Estimated","200","","","Final"
"11.01.2020 09:00 - 11.01.2020 10:00","22.00","25.93","22.00","EUR","Estimated","343","","","Final"
"11.01.2020 10:00 - 11.01.2020 11:00","25.85","28.00","28.00","EUR","Estimated","155","","","Final"
"11.01.2020 11:00 - 11.01.2020 12:00","25.54","28.00","28.00","EUR","Estimated","180","","","Final"
"11.01.2020 12:00 - 11.01.2020 13:00","25.19","27.00","27.00","EUR","Estimated","372","","","Final"
"11.01.2020 13:00 - 11.01.2020 14:00","25.01","25.01","25.01","EUR","Estimated","203","","","Final"
"11.01.2020 14:00 - 11.01.2020 15:00","24.87","24.87","24.87","EUR","Estimated","274","","","Final"
"11.01.2020 15:00 - 11.01.2020 16:00","22.50","25.17","22.50","EUR","Estimated","135","","","Final"
"11.01.2020 16:00 - 11.01.2020 17:00","25.55","25.55","25.55","EUR","Estimated","158","","","Final"
"11.01.2020 17:00 - 11.01.2020 18:00","25.65","25.65","25.65","EUR","Estimated","116","","","Final"
"11.01.2020 18:00 - 11.01.2020 19:00","22.81","25.42","22.81","EUR","Estimated","51","","","Final"
"11.01.2020 19:00 - 11.01.2020 20:00","23.00","24.78","23.00","EUR","Estimated","46","","","Final"
"11.01.2020 20:00 - 11.01.2020 21:00","19.00","24.11","19.00","EUR","Estimated","175","","","Final"
"11.01.2020 21:00 - 11.01.2020 22:00","19.00","23.16","19.00","EUR","Estimated","150","","","Final"
"11.01.2020 22:00 - 11.01.2020 23:00","19.00","21.33","19.00","EUR","Estimated","117","","","Final"
"11.01.2020 23:00 - 12.01.2020 00:00","18.00","19.31","18.00","EUR","Estimated","26","","","Final"
"12.01.2020 00:00 - 12.01.2020 01:00","16.10","20.11","16.10","EUR","Estimated","93","","","Final"
"12.01.2020 01:00 - 12.01.2020 02:00","15.00","19.37","15.00","EUR","Estimated","61","","","Final"
"12.01.2020 02:00 - 12.01.2020 03:00","15.00","18.36","15.00","EUR","Estimated","23","","","Final"
"12.01.2020 03:00 - 12.01.2020 04:00","15.00","18.34","15.00","EUR","Estimated","27","","","Final"
"12.01.2020 04:00 - 12.01.2020 05:00","10.12","18.16","10.12","EUR","Estimated","75","","","Final"
"12.01.2020 05:00 - 12.01.2020 06:00","9.50","18.66","9.50","EUR","Estimated","13","","","Final"
"12.01.2020 06:00 - 12.01.2020 07:00","0.00","17.39","0.00","EUR","Estimated","52","","","Final"
"12.01.2020 07:00 - 12.01.2020 08:00","2.50","18.22","2.50","EUR","Estimated","239","","","Final"
"12.01.2020 08:00 - 12.01.2020 09:00","11.00","22.10","11.00","EUR","Estimated","127","","","Final"
"12.01.2020 09:00 - 12.01.2020 10:00","16.19","23.93","16.19","EUR","Estimated","62","","","Final"
"12.01.2020 10:00 - 12.01.2020 11:00","16.19","24.23","16.19","EUR","Estimated","142","","","Final"
"12.01.2020 11:00 - 12.01.2020 12:00","20.00","24.84","20.00","EUR","Estimated","242","","","Final"
"12.01.2020 12:00 - 12.01.2020 13:00","20.00","24.45","20.00","EUR","Estimated","172","","","Final"
"12.01.2020 13:00 - 12.01.2020 14:00","20.70","24.41","20.70","EUR","Estimated","54","","","Final"
"12.01.2020 14:00 - 12.01.2020 15:00","20.70","24.94","20.70","EUR","Estimated","161","","","Final"
"12.01.2020 15:00 - 12.01.2020 16:00","25.27","30.00","30.00","EUR","Estimated","328","","","Final"
"12.01.2020 16:00 - 12.01.2020 17:00","25.69","30.00","30.00","EUR","Estimated","315","","","Final"
"12.01.2020 17:00 - 12.01.2020 18:00","26.50","31.80","31.80","EUR","Estimated","50","","","Final"
"12.01.2020 18:00 - 12.01.2020 19:00","26.68","31.80","31.80","EUR","Estimated","268","","","Final"
"12.01.2020 19:00 - 12.01.2020 20:00","26.16","28.20","28.20","EUR","Estimated","138","","","Final"
"12.01.2020 20:00 - 12.01.2020 21:00","25.62","28.20","28.20","EUR","Estimated","40","","","Final"
"12.01.2020 21:00 - 12.01.2020 22:00","22.00","25.53","22.00","EUR","Estimated","67","","","Final"
"12.01.2020 22:00 - 12.01.2020 23:00","21.10","25.48","21.10","EUR","Estimated","319","","","Final"
"12.01.2020 23:00 - 13.01.2020 00:00","20.24","24.94","20.24","EUR","Estimated","522","","","Final"
"13.01.2020 00:00 - 13.01.2020 01:00","20.24","22.52","20.24","EUR","Estimated","4","","","Final"
"13.01.2020 01:00 - 13.01.2020 02:00","23.98","23.98","23.98","EUR","Estimated","70","","","Final"
"13.01.2020 02:00 - 13.01.2020 03:00","25.23","25.23","25.23","EUR","Estimated","156","","","Final"
"13.01.2020 03:00 - 13.01.2020 04:00","24.85","24.85","24.85","EUR","Estimated","112","","","Final"
"13.01.2020 04:00 - 13.01.2020 05:00","25.01","25.01","25.01","EUR","Estimated","139","","","Final"
"13.01.2020 05:00 - 13.01.2020 06:00","23.80","26.48","23.80","EUR","Estimated","388","","","Final"
"13.01.2020 06:00 - 13.01.2020 07:00","23.50","29.68","23.50","EUR","Estimated","489","","","Final"
"13.01.2020 07:00 - 13.01.2020 08:00","40.97","40.97","40.97","EUR","Estimated","251","","","Final"
"13.01.2020 08:00 - 13.01.2020 09:00","47.70","47.70","47.70","EUR","Estimated","242","","","Final"
"13.01.2020 09:00 - 13.01.2020 10:00","48.32","48.32","48.32","EUR","Estimated","164","","","Final"
"13.01.2020 10:00 - 13.01.2020 11:00","47.72","47.72","47.72","EUR","Estimated","245","","","Final"
"13.01.2020 11:00 - 13.01.2020 12:00","46.07","46.07","46.07","EUR","Estimated","209","","","Final"
"13.01.2020 12:00 - 13.01.2020 13:00","24.50","45.87","24.50","EUR","Estimated","133","","","Final"
"13.01.2020 13:00 - 13.01.2020 14:00","23.50","44.58","23.50","EUR","Estimated","100","","","Final"
"13.01.2020 14:00 - 13.01.2020 15:00","24.00","43.36","24.00","EUR","Estimated","135","","","Final"
"13.01.2020 15:00 - 13.01.2020 16:00","44.56","44.56","44.56","EUR","Estimated","77","","","Final"
"13.01.2020 16:00 - 13.01.2020 17:00","42.63","42.63","42.63","EUR","Estimated","116","","","Final"
"13.01.2020 17:00 - 13.01.2020 18:00","45.68","45.68","45.68","EUR","Estimated","136","","","Final"
"13.01.2020 18:00 - 13.01.2020 19:00","44.19","44.19","44.19","EUR","Estimated","193","","","Final"
"13.01.2020 19:00 - 13.01.2020 20:00","27.39","27.39","27.39","EUR","Estimated","115","","","Final"
"13.01.2020 20:00 - 13.01.2020 21:00","26.48","26.48","26.48","EUR","Estimated","265","","","Final"
"13.01.2020 21:00 - 13.01.2020 22:00","26.04","26.04","26.04","EUR","Estimated","303","","","Final"
"13.01.2020 22:00 - 13.01.2020 23:00","20.50","25.34","20.50","EUR","Estimated","494","","","Final"
"13.01.2020 23:00 - 14.01.2020 00:00","21.60","23.40","21.60","EUR","Estimated","103","","","Final"
"14.01.2020 00:00 - 14.01.2020 01:00","22.21","22.21","22.21","EUR","Estimated","131","","","Final"
"14.01.2020 01:00 - 14.01.2020 02:00","17.14","17.14","17.14","EUR","Estimated","311","","","Final"
"14.01.2020 02:00 - 14.01.2020 03:00","12.31","12.31","12.31","EUR","Estimated","352","","","Final"
"14.01.2020 03:00 - 14.01.2020 04:00","2.02","12.76","2.02","EUR","Estimated","238","","","Final"
"14.01.2020 04:00 - 14.01.2020 05:00","6.00","18.50","6.00","EUR","Estimated","174","","","Final"
"14.01.2020 05:00 - 14.01.2020 06:00","13.63","20.31","13.63","EUR","Estimated","172","","","Final"
"14.01.2020 06:00 - 14.01.2020 07:00","24.63","27.00","27.00","EUR","Estimated","144","","","Final"
"14.01.2020 07:00 - 14.01.2020 08:00","27.13","27.13","27.13","EUR","Estimated","358","","","Final"
"14.01.2020 08:00 - 14.01.2020 09:00","25.84","27.00","27.00","EUR","Estimated","232","","","Final"
"14.01.2020 09:00 - 14.01.2020 10:00","22.21","25.79","22.21","EUR","Estimated","186","","","Final"
"14.01.2020 10:00 - 14.01.2020 11:00","22.21","25.74","22.21","EUR","Estimated","43","","","Final"
"14.01.2020 11:00 - 14.01.2020 12:00","23.00","25.63","23.00","EUR","Estimated","73","","","Final"
"14.01.2020 12:00 - 14.01.2020 13:00","23.00","25.51","23.00","EUR","Estimated","20","","","Final"
"14.01.2020 13:00 - 14.01.2020 14:00","23.00","25.60","23.00","EUR","Estimated","25","","","Final"
"14.01.2020 14:00 - 14.01.2020 15:00","25.76","25.76","25.76","EUR","Estimated","6","","","Final"
"14.01.2020 15:00 - 14.01.2020 16:00","26.20","26.20","26.20","EUR","Estimated","8","","","Final"
"14.01.2020 16:00 - 14.01.2020 17:00","26.55","26.55","26.55","EUR","Estimated","221","","","Final"
"14.01.2020 17:00 - 14.01.2020 18:00","26.88","275.65","275.65","EUR","Estimated","115","","","Final"
"14.01.2020 18:00 - 14.01.2020 19:00","26.45","90.00","90.00","EUR","Estimated","254","","","Final"
"14.01.2020 19:00 - 14.01.2020 20:00","23.00","25.90","23.00","EUR","Estimated","242","","","Final"
"14.01.2020 20:00 - 14.01.2020 21:00","23.00","25.12","23.00","EUR","Estimated","357","","","Final"
"14.01.2020 21:00 - 14.01.2020 22:00","23.00","23.82","23.00","EUR","Estimated","286","","","Final"
"14.01.2020 22:00 - 14.01.2020 23:00","22.30","22.30","22.30","EUR","Estimated","100","","","Final"
"14.01.2020 23:00 - 15.01.2020 00:00","-3.00","12.40","-3.00","EUR","Estimated","117","","","Final"
"15.01.2020 00:00 - 15.01.2020 01:00","-3.00","16.14","-3.00","EUR","Estimated","86","","","Final"
"15.01.2020 01:00 - 15.01.2020 02:00","5.06","25.00","25.00","EUR","Estimated","10","","","Final"
"15.01.2020 02:00 - 15.01.2020 03:00","0.11","0.11","0.11","EUR","Estimated","93","","","Final"
"15.01.2020 03:00 - 15.01.2020 04:00","1.77","1.77","1.77","EUR","Estimated","163","","","Final"
"15.01.2020 04:00 - 15.01.2020 05:00","7.13","7.13","7.13","EUR","Estimated","212","","","Final"
"15.01.2020 05:00 - 15.01.2020 06:00","16.80","18.66","16.80","EUR","Estimated","133","","","Final"
"15.01.2020 06:00 - 15.01.2020 07:00","20.00","24.38","20.00","EUR","Estimated","194","","","Final"
"15.01.2020 07:00 - 15.01.2020 08:00","25.79","27.10","27.10","EUR","Estimated","305","","","Final"
"15.01.2020 08:00 - 15.01.2020 09:00","25.48","27.00","27.00","EUR","Estimated","490","","","Final"
"15.01.2020 09:00 - 15.01.2020 10:00","25.51","27.00","27.00","EUR","Estimated","477","","","Final"
"15.01.2020 10:00 - 15.01.2020 11:00","25.34","26.28","26.28","EUR","Estimated","387","","","Final"
"15.01.2020 11:00 - 15.01.2020 12:00","24.98","26.28","26.28","EUR","Estimated","171","","","Final"
"15.01.2020 12:00 - 15.01.2020 13:00","25.05","25.05","25.05","EUR","Estimated","250","","","Final"
"15.01.2020 13:00 - 15.01.2020 14:00","25.12","25.12","25.12","EUR","Estimated","96","","","Final"
"15.01.2020 14:00 - 15.01.2020 15:00","25.24","25.24","25.24","EUR","Estimated","19","","","Final"
"15.01.2020 15:00 - 15.01.2020 16:00","25.94","25.94","25.94","EUR","Estimated","130","","","Final"
"15.01.2020 16:00 - 15.01.2020 17:00","26.63","26.63","26.63","EUR","Estimated","136","","","Final"
"15.01.2020 17:00 - 15.01.2020 18:00","26.89","26.89","26.89","EUR","Estimated","334","","","Final"
"15.01.2020 18:00 - 15.01.2020 19:00","26.42","26.42","26.42","EUR","Estimated","335","","","Final"
"15.01.2020 19:00 - 15.01.2020 20:00","25.70","25.70","25.70","EUR","Estimated","488","","","Final"
"15.01.2020 20:00 - 15.01.2020 21:00","25.13","25.13","25.13","EUR","Estimated","327","","","Final"
"15.01.2020 21:00 - 15.01.2020 22:00","24.85","24.85","24.85","EUR","Estimated","220","","","Final"
"15.01.2020 22:00 - 15.01.2020 23:00","23.97","23.97","23.97","EUR","Estimated","276","","","Final"
"15.01.2020 23:00 - 16.01.2020 00:00","22.55","22.55","22.55","EUR","Estimated","316","","","Final"
"16.01.2020 00:00 - 16.01.2020 01:00","21.58","21.58","21.58","EUR","Estimated","227","","","Final"
"16.01.2020 01:00 - 16.01.2020 02:00","19.00","21.32","19.00","EUR","Estimated","154","","","Final"
"16.01.2020 02:00 - 16.01.2020 03:00","19.00","21.65","19.00","EUR","Estimated","115","","","Final"
"16.01.2020 03:00 - 16.01.2020 04:00","22.18","22.18","22.18","EUR","Estimated","102","","","Final"
"16.01.2020 04:00 - 16.01.2020 05:00","22.99","22.99","22.99","EUR","Estimated","154","","","Final"
"16.01.2020 05:00 - 16.01.2020 06:00","23.72","23.72","23.72","EUR","Estimated","8","","","Final"
"16.01.2020 06:00 - 16.01.2020 07:00","24.47","24.47","24.47","EUR","Estimated","129","","","Final"
"16.01.2020 07:00 - 16.01.2020 08:00","23.00","25.00","23.00","EUR","Estimated","84","","","Final"
"16.01.2020 08:00 - 16.01.2020 09:00","22.50","25.38","22.50","EUR","Estimated","193","","","Final"
"16.01.2020 09:00 - 16.01.2020 10:00","21.00","25.33","21.00","EUR","Estimated","274","","","Final"
"16.01.2020 10:00 - 16.01.2020 11:00","20.60","25.27","20.60","EUR","Estimated","317","","","Final"
"16.01.2020 11:00 - 16.01.2020 12:00","20.60","25.18","20.60","EUR","Estimated","371","","","Final"
"16.01.2020 12:00 - 16.01.2020 13:00","21.22","25.07","21.22","EUR","Estimated","288","","","Final"
"16.01.2020 13:00 - 16.01.2020 14:00","21.00","25.09","21.00","EUR","Estimated","167","","","Final"
"16.01.2020 14:00 - 16.01.2020 15:00","21.00","25.18","21.00","EUR","Estimated","182","","","Final"
"16.01.2020 15:00 - 16.01.2020 16:00","21.00","25.36","21.00","EUR","Estimated","360","","","Final"
"16.01.2020 16:00 - 16.01.2020 17:00","22.00","45.34","22.00","EUR","Estimated","543","","","Final"
"16.01.2020 17:00 - 16.01.2020 18:00","22.50","43.54","22.50","EUR","Estimated","419","","","Final"
"16.01.2020 18:00 - 16.01.2020 19:00","22.90","42.11","22.90","EUR","Estimated","297","","","Final"
"16.01.2020 19:00 - 16.01.2020 20:00","23.00","29.34","23.00","EUR","Estimated","377","","","Final"
"16.01.2020 20:00 - 16.01.2020 21:00","22.73","24.74","22.73","EUR","Estimated","223","","","Final"
"16.01.2020 21:00 - 16.01.2020 22:00","22.73","24.51","22.73","EUR","Estimated","11","","","Final"
"16.01.2020 22:00 - 16.01.2020 23:00","22.70","24.04","22.70","EUR","Estimated","71","","","Final"
"16.01.2020 23:00 - 17.01.2020 00:00","23.13","23.13","23.13","EUR","Estimated","17","","","Final"
"17.01.2020 00:00 - 17.01.2020 01:00","22.92","22.92","22.92","EUR","Estimated","115","","","Final"
"17.01.2020 01:00 - 17.01.2020 02:00","22.61","22.61","22.61","EUR","Estimated","120","","","Final"
"17.01.2020 02:00 - 17.01.2020 03:00","22.19","22.19","22.19","EUR","Estimated","140","","","Final"
"17.01.2020 03:00 - 17.01.2020 04:00","22.39","22.39","22.39","EUR","Estimated","7","","","Final"
"17.01.2020 04:00 - 17.01.2020 05:00","23.26","23.26","23.26","EUR","Estimated","10","","","Final"
"17.01.2020 05:00 - 17.01.2020 06:00","23.61","23.61","23.61","EUR","Estimated","33","","","Final"
"17.01.2020 06:00 - 17.01.2020 07:00","22.00","24.25","22.00","EUR","Estimated","210","","","Final"
"17.01.2020 07:00 - 17.01.2020 08:00","22.80","24.76","22.80","EUR","Estimated","223","","","Final"
"17.01.2020 08:00 - 17.01.2020 09:00","23.65","25.04","23.65","EUR","Estimated","239","","","Final"
"17.01.2020 09:00 - 17.01.2020 10:00","23.00","25.04","23.00","EUR","Estimated","198","","","Final"
"17.01.2020 10:00 - 17.01.2020 11:00","23.00","25.09","23.00","EUR","Estimated","235","","","Final"
"17.01.2020 11:00 - 17.01.2020 12:00","23.50","25.10","23.50","EUR","Estimated","273","","","Final"
"17.01.2020 12:00 - 17.01.2020 13:00","23.50","25.09","23.50","EUR","Estimated","276","","","Final"
"17.01.2020 13:00 - 17.01.2020 14:00","22.00","25.10","22.00","EUR","Estimated","343","","","Final"
"17.01.2020 14:00 - 17.01.2020 15:00","22.50","25.11","22.50","EUR","Estimated","194","","","Final"
"17.01.2020 15:00 - 17.01.2020 16:00","25.23","25.23","25.23","EUR","Estimated","74","","","Final"
"17.01.2020 16:00 - 17.01.2020 17:00","25.62","25.62","25.62","EUR","Estimated","109","","","Final"
"17.01.2020 17:00 - 17.01.2020 18:00","40.62","40.62","40.62","EUR","Estimated","67","","","Final"
"17.01.2020 18:00 - 17.01.2020 19:00","42.09","42.09","42.09","EUR","Estimated","259","","","Final"
"17.01.2020 19:00 - 17.01.2020 20:00","35.52","35.52","35.52","EUR","Estimated","293","","","Final"
"17.01.2020 20:00 - 17.01.2020 21:00","34.17","34.17","34.17","EUR","Estimated","410","","","Final"
"17.01.2020 21:00 - 17.01.2020 22:00","24.70","24.70","24.70","EUR","Estimated","495","","","Final"
"17.01.2020 22:00 - 17.01.2020 23:00","21.00","24.48","21.00","EUR","Estimated","924","","","Final"
"17.01.2020 23:00 - 18.01.2020 00:00","20.00","24.06","20.00","EUR","Estimated","672","","","Final"
"18.01.2020 00:00 - 18.01.2020 01:00","22.15","22.15","22.15","EUR","Estimated","209","","","Final"
"18.01.2020 01:00 - 18.01.2020 02:00","23.02","23.02","23.02","EUR","Estimated","157","","","Final"
"18.01.2020 02:00 - 18.01.2020 03:00","22.24","24.00","24.00","EUR","Estimated","203","","","Final"
"18.01.2020 03:00 - 18.01.2020 04:00","22.61","22.61","22.61","EUR","Estimated","376","","","Final"
"18.01.2020 04:00 - 18.01.2020 05:00","22.57","22.57","22.57","EUR","Estimated","293","","","Final"
"18.01.2020 05:00 - 18.01.2020 06:00","20.00","22.51","20.00","EUR","Estimated","327","","","Final"
"18.01.2020 06:00 - 18.01.2020 07:00","18.97","22.31","18.97","EUR","Estimated","655","","","Final"
"18.01.2020 07:00 - 18.01.2020 08:00","19.50","22.74","19.50","EUR","Estimated","634","","","Final"
"18.01.2020 08:00 - 18.01.2020 09:00","19.50","23.18","19.50","EUR","Estimated","654","","","Final"
"18.01.2020 09:00 - 18.01.2020 10:00","19.50","23.58","19.50","EUR","Estimated","637","","","Final"
"18.01.2020 10:00 - 18.01.2020 11:00","20.00","23.85","20.00","EUR","Estimated","778","","","Final"
"18.01.2020 11:00 - 18.01.2020 12:00","20.00","23.76","20.00","EUR","Estimated","657","","","Final"
"18.01.2020 12:00 - 18.01.2020 13:00","20.00","23.62","20.00","EUR","Estimated","608","","","Final"
"18.01.2020 13:00 - 18.01.2020 14:00","19.50","23.47","19.50","EUR","Estimated","674","","","Final"
"18.01.2020 14:00 - 18.01.2020 15:00","19.50","23.52","19.50","EUR","Estimated","702","","","Final"
"18.01.2020 15:00 - 18.01.2020 16:00","20.00","23.84","20.00","EUR","Estimated","685","","","Final"
"18.01.2020 16:00 - 18.01.2020 17:00","22.00","24.07","22.00","EUR","Estimated","308","","","Final"
"18.01.2020 17:00 - 18.01.2020 18:00","21.50","24.34","21.50","EUR","Estimated","279","","","Final"
"18.01.2020 18:00 - 18.01.2020 19:00","20.50","24.13","20.50","EUR","Estimated","232","","","Final"
"18.01.2020 19:00 - 18.01.2020 20:00","20.20","23.82","20.20","EUR","Estimated","224","","","Final"
"18.01.2020 20:00 - 18.01.2020 21:00","20.00","23.39","20.00","EUR","Estimated","230","","","Final"
"18.01.2020 21:00 - 18.01.2020 22:00","20.00","23.14","20.00","EUR","Estimated","236","","","Final"
"18.01.2020 22:00 - 18.01.2020 23:00","20.00","23.13","20.00","EUR","Estimated","212","","","Final"
"18.01.2020 23:00 - 19.01.2020 00:00","20.00","22.66","20.00","EUR","Estimated","152","","","Final"
"19.01.2020 00:00 - 19.01.2020 01:00","22.29","22.29","22.29","EUR","Estimated","15","","","Final"
"19.01.2020 01:00 - 19.01.2020 02:00","21.91","24.00","24.00","EUR","Estimated","38","","","Final"
"19.01.2020 02:00 - 19.01.2020 03:00","21.69","24.00","24.00","EUR","Estimated","122","","","Final"
"19.01.2020 03:00 - 19.01.2020 04:00","21.53","24.00","24.00","EUR","Estimated","32","","","Final"
"19.01.2020 04:00 - 19.01.2020 05:00","21.61","24.00","24.00","EUR","Estimated","90","","","Final"
"19.01.2020 05:00 - 19.01.2020 06:00","21.90","24.00","24.00","EUR","Estimated","153","","","Final"
"19.01.2020 06:00 - 19.01.2020 07:00","22.15","22.15","22.15","EUR","Estimated","73","","","Final"
"19.01.2020 07:00 - 19.01.2020 08:00","28.70","28.70","28.70","EUR","Estimated","120","","","Final"
"19.01.2020 08:00 - 19.01.2020 09:00","30.72","30.72","30.72","EUR","Estimated","103","","","Final"
"19.01.2020 09:00 - 19.01.2020 10:00","34.36","72.07","72.07","EUR","Estimated","275","","","Final"
"19.01.2020 10:00 - 19.01.2020 11:00","34.36","60.96","60.96","EUR","Estimated","382","","","Final"
"19.01.2020 11:00 - 19.01.2020 12:00","33.64","33.64","33.64","EUR","Estimated","284","","","Final"
"19.01.2020 12:00 - 19.01.2020 13:00","32.56","32.56","32.56","EUR","Estimated","271","","","Final"
"19.01.2020 13:00 - 19.01.2020 14:00","29.90","29.90","29.90","EUR","Estimated","264","","","Final"
"19.01.2020 14:00 - 19.01.2020 15:00","29.92","29.92","29.92","EUR","Estimated","256","","","Final"
"19.01.2020 15:00 - 19.01.2020 16:00","30.86","30.86","30.86","EUR","Estimated","283","","","Final"
"19.01.2020 16:00 - 19.01.2020 17:00","33.07","33.07","33.07","EUR","Estimated","261","","","Final"
